path,size_bytes,sha256,control_status
01_CURRENT_ONLY_DATASET/REMOTE_TRANSPORT_V2/RHUH_STAGE_A_CURRENT_ONLY_DATASET_MANIFEST.csv,26489,1391c208b3b1b7d2a6548a4c197b28923771959adbe9715385f7160dcc77b1ad,CONTROLLED
01_CURRENT_ONLY_DATASET/REMOTE_TRANSPORT_V2/RHUH_STAGE_A_CURRENT_ONLY_SOURCE_PROVENANCE.json,900,3a71e797d9769e70e1a50e18a336433e2a097e3ac92fa20419cbc706fd08d937,CONTROLLED
01_CURRENT_ONLY_DATASET/RHUH_STAGE_A_CURRENT_ONLY_DATASET_AUDIT.md,457,52a450c29344d8101b20e4f2ea3a15e5ee5a772acf1cd40cf938c59ce3b6b0cd,CONTROLLED
01_CURRENT_ONLY_DATASET/RHUH_STAGE_A_CURRENT_ONLY_DATASET_HASH_LOCK.json,14428,521e3e8575f0b06b25b890305d3a30354764c0d8f53d6d455b6b9450b4ddfaf8,CONTROLLED
01_CURRENT_ONLY_DATASET/RHUH_STAGE_A_CURRENT_ONLY_DATASET_MANIFEST.csv,26489,1391c208b3b1b7d2a6548a4c197b28923771959adbe9715385f7160dcc77b1ad,CONTROLLED
01_CURRENT_ONLY_DATASET/RHUH_STAGE_A_CURRENT_ONLY_SOURCE_PROVENANCE.json,900,3a71e797d9769e70e1a50e18a336433e2a097e3ac92fa20419cbc706fd08d937,CONTROLLED
01_CURRENT_ONLY_DATASET/RHUH_STAGE_A_REMOTE_CURRENT_FILE_AUDIT.csv,24629,5bf6b43d0189e6d662e4629da2f44b49c1c4b86b7f3eaf42aea1f73d69038f38,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/CURRENT_ONLY_DATASET_GATE_STATUS.json,311,6d0f74db209bde5c59d4132bfd56fcda1abc091020f77c4b9edc3ceb5efb8043,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/LOCKED_RHUH_39_STAGE_A_CURRENT_ONLY_MANIFEST.csv,14497,03183ee23153e2482d8edcfdc33bf38593f6b22258c9afa9a38aa7ff7f86d76d,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/RHUH_STAGE_A_CURRENT_ONLY_DATASET_AUDIT.md,457,52a450c29344d8101b20e4f2ea3a15e5ee5a772acf1cd40cf938c59ce3b6b0cd,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/RHUH_STAGE_A_CURRENT_ONLY_DATASET_HASH_LOCK.json,14116,d6ee3eb19ec6bb23fce25fdae2f4eb722ab661ec0204c93ebc74866fb2b347a6,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/RHUH_STAGE_A_CURRENT_ONLY_DATASET_MANIFEST.csv,26177,08a77ad0cc1f2b6f5c3f273c2d0b37e4ab638baff0de0c672cec4e3a2aa6e5e5,CONTROLLED
01_CURRENT_ONLY_DATASET/TRANSPORT_ATTEMPT_1_LOCAL/RHUH_STAGE_A_CURRENT_ONLY_SOURCE_PROVENANCE.json,870,db3919a831ee176d6422f48b3b53a2384bae5c1dcd6ed2f6cf82ca72521566b6,CONTROLLED
02_PREDICTOR_AUTHORITY/LOCKED_RHUH_FROZEN_PREDICTOR_RUNTIME_MANIFEST.csv,1475,5f47f2912cb4b5ddea716dbb99aef944c4d8b2321f97585e48a16bbfef4f5568,CONTROLLED
02_PREDICTOR_AUTHORITY/PROTOCOL_LOCK/LOCKED_RHUH_FROZEN_PREDICTOR_MANIFEST.csv,2144,887ac57f43531ea8c8f7891dd7d1396b06333a17ee4e105d0fb1a0607a8d4689,CONTROLLED
02_PREDICTOR_AUTHORITY/PROTOCOL_LOCK/LOCKED_RHUH_FROZEN_PREDICTOR_POLICY.md,591,ead6bc08d30b7e66eda741c960c970a2bc20d2797b5a483d04bb5df479946c03,CONTROLLED
02_PREDICTOR_AUTHORITY/PROTOCOL_LOCK/LOCKED_RHUH_FROZEN_PREDICTOR_POLICY.yaml,1598,ea498184c406f5c55b863ea5b149442df58097377146ab6b7e0ac74c0092b38f,CONTROLLED
03_CURRENT_INPUT_AUDIT/RHUH_39_CURRENT_INPUT_AUDIT.csv,20987,4b92e4065822a2590c7b6aa051ddf17b98b6497c7cdcd803be831701bb8ffc30,CONTROLLED
04_EXTERNAL_P0/P0_STABLE_STORAGE_POINTER.json,538,461ef0ac311aebbea313ed1575faf098e686e7e3933a727e67635c5c55f50cc9,CONTROLLED
04_EXTERNAL_P0/README_P0_ARRAYS_NOT_IN_METADATA_ARCHIVE.md,231,d01e0c0aa465387c2ed0ab988ccd99b5661c70b3ffc0c851d0ddcb54b7e3b4b4,CONTROLLED
05_P0_FREEZE/LOCKED_RHUH_39_EXTERNAL_P0_COMPLETION_STATUS.csv,9244,8641bc5bd5797e5b413b68c37852311d8fe6ac7716868a702a10d24894c95d7b,CONTROLLED
05_P0_FREEZE/LOCKED_RHUH_39_EXTERNAL_P0_MANIFEST.csv,34449,2daec25d9be99c3b967764adfededfb356993b41fea879aa508d334fc4ef1cfb,CONTROLLED
05_P0_FREEZE/LOCKED_RHUH_39_EXTERNAL_P0_SHA256.csv,8132,b5225cf2c739b3b2f87d67e6acdd01773c0cacb51379c5e19293c33bad0e7e59,CONTROLLED
05_P0_FREEZE/completion/RHUH-0001_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,197068bbdfca443abf9739d4daa2e0494aacce7856296eef89a9a830c26f87d6,CONTROLLED
05_P0_FREEZE/completion/RHUH-0002_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,da446105603572dca44dd069060837c952c50127bb630d54ba9ebd0331c2963a,CONTROLLED
05_P0_FREEZE/completion/RHUH-0003_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f790ad973efa7ccd66a685dccb91a128881de2ac2f06cd507738ebf8fd2f2031,CONTROLLED
05_P0_FREEZE/completion/RHUH-0004_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,c2ff6144b0f700cfa7e634cf25975a79fa360c9f226f6c666b808b00a9fc51f6,CONTROLLED
05_P0_FREEZE/completion/RHUH-0005_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,af66c5a62264627d45a3f8d4f9a00f4d39b1cf097465e93da2c34ae7b0ec211b,CONTROLLED
05_P0_FREEZE/completion/RHUH-0006_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,ae1a5a98b05406d5b82d539dd4fba3db81dc81cfb6dee2f7d746c4427ab98bde,CONTROLLED
05_P0_FREEZE/completion/RHUH-0007_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,875f95044c2ba4560417020d5e5f50a594b64907ae8eeff71733978f700818d0,CONTROLLED
05_P0_FREEZE/completion/RHUH-0009_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,5f902d403262b43039d44e8b26a62ee9615625c61c579fe5645c93b5cf03c94b,CONTROLLED
05_P0_FREEZE/completion/RHUH-0010_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,29ccdfc004515d2a53e1c2b88aeb080e701b56225bd0718cf59a74489df88234,CONTROLLED
05_P0_FREEZE/completion/RHUH-0011_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,d3219fb992f6fa684104ba86ab0d731ecf8fa1fcd82698962c9f882d3d9234b2,CONTROLLED
05_P0_FREEZE/completion/RHUH-0012_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,2e40b7649929d1d29a8359dbae2c334eda11c03d68d5de04385258d3ba9f85f7,CONTROLLED
05_P0_FREEZE/completion/RHUH-0013_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f054a49444681d94216ba096f02f1c2a22ca65869831d44beee7f9bc3288a4a3,CONTROLLED
05_P0_FREEZE/completion/RHUH-0014_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f603b775f69c8be6a2e6bcf4ca788807cc605d5c3a3a2648dd34d0a33ab267c6,CONTROLLED
05_P0_FREEZE/completion/RHUH-0015_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f741dc2f603f30d9b59d65468aa56c72130c19a52b3329181636270743b19259,CONTROLLED
05_P0_FREEZE/completion/RHUH-0016_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,2f14f950b6d1f2f90603fd715cc58161d29dc3753b59e78fa7121b5425e10367,CONTROLLED
05_P0_FREEZE/completion/RHUH-0017_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,969d0e0bc272e31db3137ce76fdb37677235eec24ab2f7ab9acd4a6cd572d069,CONTROLLED
05_P0_FREEZE/completion/RHUH-0018_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,3fb92b09459ff033b357c72b6381b383b5d14862b74129b5c72ea0adef9ec360,CONTROLLED
05_P0_FREEZE/completion/RHUH-0019_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,46e6ad4ea8b05ea7e995f2db34d9a05a77ba16b6bb84a938d4cba63788d1e696,CONTROLLED
05_P0_FREEZE/completion/RHUH-0020_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,3d6219138cba69160d4d1534c631fbb688b81a9f96b87ca34896706836a2098a,CONTROLLED
05_P0_FREEZE/completion/RHUH-0021_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,d1ff890709c1d56fabeedb2423424a8d27d23a19b75d43cda0bd29c7a93f7808,CONTROLLED
05_P0_FREEZE/completion/RHUH-0022_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,e423c8558b088539de5a9c1eaa36a381a8340f47d6127ca6bab54819968b5c51,CONTROLLED
05_P0_FREEZE/completion/RHUH-0023_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,c340b9cce6f0f01f0b291d670e07ee648174a631efe7ad2619b6710a89ac4c60,CONTROLLED
05_P0_FREEZE/completion/RHUH-0024_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,e596c0b3d8f9828f1d4485be86cccddbf9fe65d8d89a03a2b21f86982764f7c7,CONTROLLED
05_P0_FREEZE/completion/RHUH-0025_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,0249f298cecb7a68de238f66c08d47d8270a8c8e3e92e3fb354a82ece66ed470,CONTROLLED
05_P0_FREEZE/completion/RHUH-0026_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,077037113cfcbe9ca8a1f76704892a91d88208db992dec08629f5c75894e2706,CONTROLLED
05_P0_FREEZE/completion/RHUH-0027_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,92056ae26486cbe58323edfebb368012cb3435ce109c37e8365d004f8206324d,CONTROLLED
05_P0_FREEZE/completion/RHUH-0028_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,7f72eddd00e16dabc04d846ea7bdcec4e788c8d84c77dbf39e17aeb2abd808d1,CONTROLLED
05_P0_FREEZE/completion/RHUH-0029_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f267d141bbfa19ab39067b00594156a84a35ca3af64ae3ad85927b30df95af80,CONTROLLED
05_P0_FREEZE/completion/RHUH-0030_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,0f3f4fbcfb2cacde6129556de699002472366f457a9e9e56a9f6a22311994ec5,CONTROLLED
05_P0_FREEZE/completion/RHUH-0031_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,c70a35156a594ac3e92252341db535ae961f0bc4d08f43fb50e8f6acce2fd3a0,CONTROLLED
05_P0_FREEZE/completion/RHUH-0032_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,3c5b3aafa0d4e0a79c9124d03b58a0801e40d2afd3d715228fea5cb6da8ccf14,CONTROLLED
05_P0_FREEZE/completion/RHUH-0033_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,1a3818bf7b159692552ef1d81220c6faa17e42539de8c749c5af35ca1fe45e30,CONTROLLED
05_P0_FREEZE/completion/RHUH-0034_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,7b9525384888ca87670945ff5579fdf05ea95817ced39804f773d799f372719e,CONTROLLED
05_P0_FREEZE/completion/RHUH-0035_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,1b8125e962262357330acf30921869cac866b8987ccc2ff192e362dcf50faafb,CONTROLLED
05_P0_FREEZE/completion/RHUH-0036_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,9b63ec468f07a37d8f9f2ac8c510ffc4779f3dd45689693a5dd84c712886ae24,CONTROLLED
05_P0_FREEZE/completion/RHUH-0037_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,2777a221657b375fd503ee0c0163d09fc5e467c43efe1674561784aed7346cdd,CONTROLLED
05_P0_FREEZE/completion/RHUH-0038_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,f00b7c7707ae5098d17d7bc45752422a26b528054492bc907cbd3f211d399ccc,CONTROLLED
05_P0_FREEZE/completion/RHUH-0039_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,13f52a9949519ab2a73bd9fb01271a4856b912c1aaa5ffd5a8bdec300e6ccbdd,CONTROLLED
05_P0_FREEZE/completion/RHUH-0040_EARLY_POSTOP_TO_RECURRENCE_T1CE.complete.json,522,7664249dda5dff236eb7ed8f2893a3311047b61af764488e6a1fd7007c6b6da7,CONTROLLED
06_IO_ACCESS_AUDIT/KAGGLE_KERNEL_VERSION_1_LOG.txt,5501,bd6e14060240b226f1ee656ba17f0bd71c80fa2b5616beffc60e4ce330cd7946,CONTROLLED
06_IO_ACCESS_AUDIT/STAGE_A_ATTEMPT_LOG.csv,4100,89bf5e0d8cd78454ac0cd1d72659940115c0fdb98dba6fd2162d322816fbbc7e,CONTROLLED
06_IO_ACCESS_AUDIT/STAGE_A_FAILURE_LOG.csv,54,429ca4fd77767fee8637f723ce04a81f1e72d0531930be9044a68f2e90f3b0c0,CONTROLLED
06_IO_ACCESS_AUDIT/STAGE_A_SCIENTIFIC_FILE_ACCESS_LOG.csv,69141,9593fb038a830f5b1de32a5d474098f5c02e41b079aef74d87af6133e3aefb1f,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0001_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3443,b09135773cd1089ee7cc565bdd11a57d0927a8b3b2a268bedfdf1ca1be817574,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0002_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,bb8f5e72cfb82689e29aa2845980c9e171d30f8ab8e368a411be962fea01d7a5,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0003_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3446,a823b6b48cafff6ee58c0cd980419a1fab5da3906e91d4132d36b6ed7af72fc7,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0004_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,6a7604f24e97a2b97d0d135865bfc03f484b0aa7bb6468435dcbd0f2ee98009b,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0005_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3443,d7d208390f1c63a7499e75d8d599de6d67ca29973b896e3ce79f13cb57ef8f1f,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0006_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3443,558aeef55207c88b3c592c1aff369ae21684a5241ab89b0910df565809291d3b,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0007_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3446,36c6daf2762dfe29d25735ef611fb7626631fa6798f154dd7e4826a232681920,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0009_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,7cee5994b02754fc675e1de593d06dfa37b022e586fc01443fc5f6311a5e96ac,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0010_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,82f0ae9e2bd8c289a1a06ca63a854a7ca08ad57f8bb70d3599c54a5321ea6b91,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0011_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,6d255193e6185154b7e3eb32e7cf7a12a18742c46196efd22a3b72f4aab678ff,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0012_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3431,930fbe72055b71a3ff820e47bbe478df5518bb979ad3164e72032e92ef127a70,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0013_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3447,8b73028e57083961fbc06a97b697c977e704374d94841841c88921453c32373a,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0014_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3446,3379ca0d52147e648d0c04d0065fdfe16e9e50f9714040d63c017da3ed743211,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0015_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3446,dad0b3991220dd3644841e312e46847d98cf69494b5eea7ab9573aa30e4128f9,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0016_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3426,ee405cef131ff9d6b7ac47e299cade175b5da982ff9f849cf083af95269e698c,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0017_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3447,244fa0542594040569840354348acd0d08bbd6079019d937f80a4b11803b1776,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0018_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3443,4c7136a28c7fe49469ac76c948cea31e2baebc61c02667e20e033a961655372a,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0019_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,72a5eb38da188e98649c1cbedfa902c1567d68214200605ee548507947106ffd,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0020_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,6e373df84a8e40f207e750207484498a99df3d1b56af0fa3ea485242543ec22e,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0021_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,9d179e08a2870d1b11c0a70fb6dd8adc6ed02ab55a5f7574e67d674234c37f9b,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0022_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3448,f45f13d7cc01631e8bbca6ab34928f429413ae3f6c87f72a9d44ef7015dc3dd0,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0023_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3442,0ebb2a41547091d48d0bd19b23c1636bee1741f77f4e77787eef7512c24197d5,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0024_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3449,0ebfab0b51b3e72c9518e1d1862cf9c050f80a7c822060a3e068db892ef6dbbd,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0025_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3446,74e6e0d98239bfd9a97ee11c5dfd67a4769c9befcb3e572a8f3bb09aebc23fb4,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0026_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,9caa72a45f00e1d17df3040170fe953d5588afbcea492532a007b13cea4dce57,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0027_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3442,fea8e3a4472101a25c167927e15037d0fafe95eebb4e9ade21c864cb4e42824e,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0028_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,1602ab5f9c4384738d038fb5d839c0a5ffe091d40ca10e07717875a4ec1d8e77,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0029_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,180ea6d1afa99178adf809b8a8547367b6d9016e691543890a12d9403570fae7,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0030_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3449,79d2dfcb5688100ec5bac0a121faca991f1484fe590146c6402647fdfbe8b903,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0031_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,48641a71a14501b1cf8d22635793ab3e397d77b01f95e9d8e9a09a9b76c8ebea,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0032_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3442,88828a766af0f8ca8d095a0e87b92c2af8f38cf7e5a5df4c6c863853ef43a12c,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0033_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,483901f65b05b16e52dff5c1e588edafb8e4365601173ba0a07166643b84a95e,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0034_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,968e1f5004233a0697d8ef5f1bc3ed8bec966623061c214fd650ae84f8eed200,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0035_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3443,da5b8a9755dae154250cfb0386e743e2f8c7465ae27b860f0b65e5d02084486f,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0036_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,828e37898d6e5521b2036db45b2664436b028ff8502c87086d8c02f535aad1b1,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0037_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,2f6c4644540b08c5a2f1d57786260e0112cbd0ef0b410d821f6f68bc3a19982a,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0038_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3444,35e774aba50ba841d7c7831711852f3e8eb9e4f6134c1ea3bf22cb7dbbd02cad,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0039_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3445,88bba1bc38c360b78198d7fcadc7920082442af6cb3d2041ce0b136032f912aa,CONTROLLED
06_IO_ACCESS_AUDIT/per_case/RHUH-0040_EARLY_POSTOP_TO_RECURRENCE_T1CE.access.json,3449,588b6bfb7add83f6c5585531ee2fc094560fa42a117441ad0411f379b018cff3,CONTROLLED
07_TESTS/FULL_TEST_STDERR.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,CONTROLLED
07_TESTS/FULL_TEST_STDOUT.txt,99,ae9c7c040f2b010bc48efc21129dd7b2809b0885d875160d3897366ec6ac7ef8,CONTROLLED
07_TESTS/LOCAL_P0_FILE_VALIDATION.csv,19690,0f4610952a8313f1237745677ddb3a979bd2c74382275e50d82c8d9b50d93efd,CONTROLLED
07_TESTS/LOCAL_STAGE_A_VALIDATION_REPORT.md,1077,14caae696358a0620c1723ccbbed7511fe277f249a778a6c8d2da87b3d9c01ad,CONTROLLED
07_TESTS/LOCAL_STAGE_A_VALIDATION_STATUS.json,1616,e7d941281c0a7bb6ec66902b6b343257539ec5feae9166b52c8648621d2383f6,CONTROLLED
07_TESTS/STAGE_A_INTEGRITY_CHECKS.json,991,740afa24e127d31a6810b0dd2f3b371d9ae0185c3472300a0e996192f27be122,CONTROLLED
07_TESTS/STAGE_A_INTEGRITY_TEST_REPORT.md,947,13c454f4ae4a239a3f78e3d4eeb90a94e7fcd03a5bc0f23005a051c249c9b010,CONTROLLED
07_TESTS/TEST_EXECUTION_REPORT.md,255,27653bcb9387cac3cb3e351a00f07fd1b15b65859e23b5fee30fd4d3238206f1,CONTROLLED
